source,date,text,reactions,likes,ahah,love,wow,sigh,grrr,comments,url
Gianni Morandi,2018-12-20,20 dicembre. Per un buon caffè è sempre l’ora giusta... Foto di Anna,6422,5991,7,397,25,1,1,679,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545649985%3A04611686018427387904%3A09223372036854775778%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545649985%3A04611686018427387904%3A09223372036854775778%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-22,"22 dicembre. Chi si ferma è perduto! Buon fine settimana a tutti, aspettando Natale...🎄",9560,8829,51,561,115,1,3,1159,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545649985%3A04611686018427387904%3A09223372036854775778%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545649985%3A04611686018427387904%3A09223372036854775778%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-26,"26 dicembre.  Il giorno dopo Natale, in tranquillità. Anna, “costretta” a fotografare...",8552,7794,242,488,25,1,2,658,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001546090959%3A04611686018427387904%3A09223372036854775783%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001546090959%3A04611686018427387904%3A09223372036854775783%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-21,21 dicembre.  Primo giorno di inverno. Non fa freddo ma la neve non se n’è andata...,6661,6206,6,368,81,,,584,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545649985%3A04611686018427387904%3A09223372036854775778%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545649985%3A04611686018427387904%3A09223372036854775778%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-14,14 dicembre. Cena a casa di amici...  Foto di Anna,7082,6667,8,313,92,,2,554,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-16,"16 dicembre. Guarda su YouTube il video di “CHE MERAVIGLIA SEI”, con 75 volti femminili e dimmi se ti piace. Forse ci sei anche tu... Buona domenica  https://youtu.be/4ZVrU3ASSeI",6561,6086,1,429,41,2,2,570,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-17,17 dicembre. Giochiamo a palle di neve? Foto di Anna,8106,7413,74,410,208,,1,720,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-12,12 dicembre. Grazie a tutti! Video di Anna,7797,6913,9,830,43,,2,947,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-10,"10 dicembre. Catania, Monastero dei Benedettini. Patrimonio dell’Unesco. Foto di Anna",10497,9455,18,803,217,4,,994,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-11,11 dicembre.  Compleanno sull’Etna.,22243,20084,19,1866,271,2,1,8311,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-09,"9 dicembre. Caterina, non chiedermi se ci sarà la terza serie... #almanoce #lisoladipietro",6187,5666,64,437,19,1,,701,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-08,8 dicembre. Giornata triste...,5248,3361,,367,8,1501,11,552,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-03,Grazie ai 74 volti femminili che hanno partecipato al mio video. Guardatelo su YouTube : https://youtu.be/4ZVrU3ASSeI @alma_noce @beatricevendramin @denisecapezzaofficial @cristina__marino @ileniacorini  @cosimacoppola @bettabergonzi  @giog @rosruss @elianadamiano  @chiarabaschetti  @iolandagrandoni @littlecrumb @ladyvita81  @lisa_manara_  @annadan94 @dalia_gaberscick @luisassdd  @monicaceleste___@isabella.giaquinto @noemi.chirivi @fede_ama_mi @valeriasersante @claudiaclod27  #gloriafabbri #alessiaquattrocchi  #ariannatarantino #marinacerre’ #robertadeluca #violaschirru #francescapassadore #irenetommasi  #saradettore #cinziafabbri #alessandradambrosio #nicoletaosiceanu #lorenaroncuzzi  #paolamengoni #paolagreco  #francescarossi #sarafranchetti #martinaerba #elisasolaroli #tatianavirlan  #mariateresadangelo,4721,4368,3,321,28,,1,285,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-03,"3 dicembre. È un grande onore per me che la dottoressa Trenta, il nostro ministro della Difesa, abbia scelto questa canzone per ricordare il valore della pace.  È anche molto intonata e spero di poterla incontrare per cantare insieme, accompagnandola con la mia chitarra, magari in una tonalità più adatta a una voce femminile. Elisabetta Trenta",3326,3053,16,213,37,4,3,303,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-04,4 dicembre. Calderino (Bo) Stasera da “Io e Loretta” c’è già atmosfera natalizia!,4723,4408,4,249,61,,1,372,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-07,7 dicembre. Un po’ mi manca la mia famiglia di Carloforte... #lisoladipietro,5907,5345,24,509,19,9,1,679,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544625327%3A04611686018427387904%3A09223372036854775768%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-06,"6 dicembre. Anna ed io abbiamo incontrato Francesca, una simpatica ragazzina che abita a Bonaldo di Zimella (VR).",7607,6848,8,727,24,,,528,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-05,5 dicembre.  Sgambata all’aria aperta... Foto di Anna,4626,4309,16,245,54,1,1,453,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001544199448%3A04611686018427387904%3A09223372036854775763%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-02,2 dicembre.  Sono le ore 15 ma la festa continua. Siamo solo all’inizio... #chemeravigliasei,5542,5133,31,250,127,,1,428,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-29,"29 novembre. Grazie ad Alessandro Valli, per questo bel disegno. #lisoladipietro",3519,3240,1,176,101,1,,328,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-30,"30 novembre. Con Fabio Rovazzi e Giulio Ravizza, a Milano. Si è parlato di Instagram, di Facebook e di come i Social ci abbiano cambiato la vita...",3624,3412,8,166,37,1,,286,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-15,15 dicembre. Sabato pomeriggio. Foto di Anna,5753,5333,1,385,32,1,1,577,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001545164807%3A04611686018427387904%3A09223372036854775773%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-12-01,"1 dicembre. Calendario dell’avvento,  primo giorno. È già Natale... Potete vedere il video di “Che meraviglia sei”, al link: https://youtu.be/4ZVrU3ASSeI",6673,6087,138,431,15,2,,541,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-30,"30 novembre. Voglia di cantare 🎤 🎵 🎶 ... Potete vedere il video di “Che meraviglia sei”, al link: https://youtu.be/4ZVrU3ASSeI",6291,5804,6,448,31,1,1,546,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543839196%3A04611686018427387904%3A09223372036854775758%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-25,"25 novembre. L’ ISOLA DI PIETRO2 termina questa sera, con l’ultima puntata. Si chiude una storia che potrebbe in futuro avere un seguito, si vedrà... Comunque, grazie tante a chi ci ha seguito! Canale5, ore 21 e 30. #chiarabaschetti #michelerosiello #erasmogenzini",9587,8568,4,838,21,154,2,1652,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-26,"26 novembre. La seconda serie de L’ISOLA DI PIETRO si è conclusa.  Devo ringraziare tutti, gli attori, i registi, gli sceneggiatori, la troupe, la produzione, Mediaset,   Lux Vide, la Sardegna, Carloforte, ma soprattutto voi che avete seguito e avete decretato il successo. A questo punto si potrebbe pensare ad  un’altra serie, la terza. Voi che ne dite, vi piacerebbe?",8516,7735,4,715,57,3,2,2688,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-23,"23 novembre. Vincenzo Mollica ha presentato al TG1, il video di CHE MERAVIGLIA SEI. È un video che ho girato e montato da solo, con il mio telefonino, sulla canzone scritta da Giuliano Sangiorgi. Sono presenti oltre 70 volti e figure di donne che possono rappresentare per me, il meraviglioso universo  femminile. Fra pochi giorni potremo vedere in rete, la versione integrale.",5695,5165,8,466,56,,,614,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-27,"28 novembre. Su YouTube il  video di “CHE MERAVIGLIA SEI”, una bellissima canzone scritta per me da Giuliano Sangiorgi.   70 volti e figure femminili ripresi solamente con il mio telefonino...",5081,4614,4,411,51,1,,453,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-27,27 novembre. Rovazzi mi ha regalato questo giubbotto disegnato e creato da lui.  Che ve ne pare? Foto di Anna,8845,8186,95,314,228,10,12,1502,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543495920%3A04611686018427387904%3A09223372036854775753%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-19,"19 novembre. Sono indeciso,  entro o non entro?",6989,6427,176,339,46,1,,1027,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-18,18 novembre. Stasera siamo in onda con la quinta puntata. Aspetto i vostri commenti...,5128,4704,7,380,34,2,1,1189,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-21,21 novembre. Lavori d’autunno... Foto di Anna,6062,5701,18,294,49,,,588,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-22,"22 novembre. Pietro, Diego e Tobia. Domenica sera ultima puntata de L’ISOLA DI PIETRO. #erasmogenzini  #alessio",8213,7341,4,670,23,170,5,922,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-20,20 novembre. Fa freddo ma correndo ci si scalda... Oggi 8 km. Foto di Anna,8544,7997,29,384,132,1,1,691,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001543003830%3A04611686018427387904%3A09223372036854775748%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
Gianni Morandi,2018-11-13,"13 novembre. Bologna, Unipol Arena. Al concerto del Capitano...",5839,5197,18,557,65,1,1,548,https://mbasic.facebook.com/giannimorandiofficial?sectionLoadingID=m_timeline_loading_div_1549007999_0_36_timeline_unit%3A1%3A00000000001542569394%3A04611686018427387904%3A09223372036854775743%3A04611686018427387904&unit_cursor=timeline_unit%3A1%3A00000000001542569394%3A04611686018427387904%3A09223372036854775743%3A04611686018427387904&timeend=1549007999&timestart=0&tm=AQDFTPOa_3p4Dc7S&refid=17
